product_name,overall_rating,site_category_lv1,site_category_lv2,reviewer_gender,reviewer_state,review_text
celular fixo mesa quadriband quadriband 850 900 1800 1900 mhz aquario ca40,Nota: nota 1,telefonia fixa,telefone celular mesa,f,to,quase 10 dias atraso entrega produto nao informacao precisa acontecendo
celular flip mirage 41f dual chip tela 18 camera vga mp3 radio fm pretovinho 1102,Nota: nota 2,celulares smartphones,celular basico,f,sp,comprei aparelho uso pai idoso dificuldade uso especificacao mostrava vibracal qdo chegou nao tbm nao muda som toque aparelhos sempre solicitei troca nao possivel aparelho devolvido aguardo reembolso ja comprei outro | produto bom bateria excelente ja faz 4 dias desde ultima vez carreguei ainda muita carga som bom cumpre promete
celular flip up dual chip mp3 preto multilaser p9022,Nota: nota 3,celulares smartphones,celular basico,f,pi,chegou antes prazo gostei produto so anuncio diz vem fone ouvido nao veio
celular idosos azul ipro i3200 dual sim 32mb tela 2 008mp radio fm bluetooh,Nota: nota 1,celulares smartphones,celular basico,m,mg,comprei porcaria nao entregaram ate hojee americana nao responsabiliza entreganao recomendo ninguem
celular idosos dl yc 130 preto dual chip camera radio fm,Nota: nota 1,celulares smartphones,celular,m,rj,produto nao opcao toque camera so funciona cartao memoria nao veio fones ouvido | aparelho bom idosos numeros grandes bem iluminados tela tamanho razoavel som toques poderia pouco alto opcao desativar botao sos maneira geral bom aparelho simples eficiente propoe | nao recebi produto ate hoje quero dinheiro volta lesada enganada comprei aparelhos presentear pais ate hoje nao recebi nada explicacao | ate momento celular atendendo perfeitamente necessidades pai espero continue assim otimo investimento | super facil usar preco bom pruduto chegou perfeito entrega antes prazo | excelente pessoas idade numeros grandes tela bem ampla
celular idosos dl yc110 dual sim tela 18” radio fm exclusiva funcao sos,Nota: nota 4,celulares smartphones,celular,f,sp,realmente bom aparelho idosos numeros grandes auxiliam visao
celular idosos laranja preto dtc myvoice m5 2g dual sim tela 18 radio fm lanterna led,Nota: nota 1,celulares smartphones,celular basico,f,rs,nao possui tecla discagem rapida impressivel idoso vem todo ingles opcoes outros idiomas idoso neste caso sabe ingles
celular idosos verde preto dtc myvoice m5 2g dual sim tela 18 radio fm lanterna led,Nota: nota 2,celulares smartphones,celular basico,m,df,comprei produto cor publicado anuncio chegou outra cor azul preto
celular idosos vita cflip multilaser p9043 2 chips sos teclas grandes,Nota: nota 5,celulares smartphones,celular basico,f,sp,comprei pro pai porem n saber ler nesse aparelho consegue mexer cm facilidade numeros sao grandes todas funcoes sao otimos pra idosos loja porem parabens chegou bem antes data prevista chegou quadro dias parabens | super indico produto principalmente pra nao gosta muita tecnologia | so precisava term funcoes mae gostou | comprei pai exatamente caracteristica prduto facilita uso manejo exencial telefone idoso complicacoes exemplo smartphone | chegou rapido assim comprei 3 dias sogra recebeu amou | descricao produto site nao apresenta todas qualidades mostra anuncio principalmente acabamento produto inferior daquilo poderia assim recomendaria tendo vista valor
celular ipro i3200 dual chip desbloqueado azul camera integrada radio fm,Nota: nota 2,celulares smartphones,smartphone,f,sp,achei produto bonito vir foto chegou deferente foto td bem fez devolucao | produto acordo anuncio atendeu necessidades | valor pago otimo
celular lg a275 dual chip lanterna idoso,Nota: nota 1,celulares smartphones,celular basico,m,rj,nao original lgmmmmmmmmmmmmm´mmmmmmmmmmmlglg
celular lg b220 dual chip radio fm lanterna preto,Nota: nota 5,tv home theater,acessorios tv video,f,mt,voce deseja aparelho apenas fazer ligacoes ideal recomendo excelente produto entrega dentro prazo chegou otimo estado parabens hoje relacionamento americanas oficialmente oficializadobjks
celular lg b220 dual sim 145 radio fm super lanterna preto,Nota: nota 4,celulares smartphones,celular basico,m,mg,bom recomendonnnnnnn | comprei esperei varios dias chegar veio carregador nao encaixava devolvi pedi troca carregador
celular lg dual chip radio fm lanterna b220 preto,Nota: nota 1,celulares smartphones,celular basico,f,sp,produto pessima qualidade nao recomendo entrega rapida so aparelho liga
celular lg g360 dual sim flip tela 30 camera radio fm,Nota: nota 1,celulares smartphones,celular basico,m,sp,aparelho china vendido site nenhuma descricao veio faltando fone ouvido nao acredito americanascom chegou nesse ponto nunca compro nada aqui faz 12 anos compro site l m n t v l
celular lg g360 dual sim flip tela 30 camera radio fm preto,Nota: nota 5,celulares smartphones,celular basico,m,rj,produto qualidade tela grande ver conteudos teclas grandes pessoas visao ruim | bonito celularnumeros discagem sao grandesotimo dificuldade pra ver numeroscomprei dar presenteminha mae amou | excelente aparelho comprei mae ha ano atras ate hoje funciona direitinho agora comprei outro pai
celular lg t585 prata desbloqueado dual chip,Nota: nota 3,celulares smartphones,celular basico,f,pa,bom produto recomendo outros usuarios | celular simples facil mexer comprei empresa algumas unidades gostei bastante otima bateria dual chip nao sendo android nao suportando whatsapp gostei celular recomendo | nao sei podemos chamar smartphone porque modelo navegacao baixar aplicativos parece sistema nao usual
celular mirage 21f dual chip tela 18 camera vga mp3 radio fm cinza 1103,Nota: nota 4,celulares smartphones,celular basico,f,al,simples super pratico entrega antes prazo parabens americanas | nao smartphone so celular logo so serve fazer receber ligacoes nada pode exigido sabia disso comprar pessimo nao ouco nenhuma ligacao onde rua casa centro cidade parque ruim amor deus pra comprar avisa ajudo valor pra comprem outro so pra nao ver ninguem passar raiva | ainda aguardando dinheiro volta disseram ia entrar contato ate agora nada | pega bem estando lugares dificil sinal | funciona somente pra ligar camera so tira foto nao armazena fraco | celular chegou antes prazo esposo gostou pois pratico deseja so receber fazer ligacoes recomendo | comprei mae adorou queria celular apenas ligacoes entao atendeu expectativas | recebi celulares marca nao comprei 2 vieram defeito | amei produto atendeu todos requisitos porem percebi celular nao opcao vibrar opcao dificulta pois so posso deixar som silencioso nao saberei liga som atrapalha alguem pode responder | produto adquirido lojas americanas atende necessidades quer fazer receber ligacoes telefonicas recomendo produto adquirido | celular simples otimo pra so uso pra fazer ligacoes | celular perfeito pessoas idosas faz recebe chamadas contento recomendo | gostei celular bom barato chegou super rapido faz caro faz ligar | produto bom atende expectativas recomendo | produto otima qualidade chegou antes praso | otimo produto pra nao liga pra negocios tecnologia | recebi produto antes marcado so deixou desejar nao veio fone ouvido escutar radio resto tudo bem
celular mirage 61f dual chip tela 18 camera mp3 radio fm bluetooth usb branco 1101,Nota: nota 1,celulares smartphones,celular basico,f,rj,produto ruim manual poucas informacoes atendimento cliente ruim
celular multilaser flip up dual preto p9022 camera digital memoria expansivel conexao micro usb,Nota: nota 3,celulares smartphones,celular basico,m,sp,produto celular otimo julguei letras numeros maiores bem hoje dia menos usa celular aparelhos hoje sao mini computadores portateis so prefiro modelos simples recomendo so quer telefonar conectado recursos basicos msn fotos etc
celular multilaser flip vita dual vermelho p9021 tela 24 camera digital numeros grandes botao sos,Nota: nota 5,celulares smartphones,celular basico,f,rj,obrigada vez lojas americanas amei produto
celular multilaser up chip quad camera mp34 fm lanterna branco rosa p393,Nota: nota 3,celulares smartphones,celular,f,mg,entregaram 4 dias achei super rapido produto mae principio parece suprir necessidades esperavamos
celular new up dual chip camera bluetooth mp3 branco multilaser p9033,Nota: nota 3,celulares smartphones,celular basico,m,pe,interesse adquirir produto nao faca aquisicao mmplace nao cumpre prazos entregas entrega atraso | interesse adquirir produto nao faca aquisicao mmplace nao cumpre prazos entregas entrega atraso
celular nokia 105 preto dual 9001800,Nota: nota 1,celulares smartphones,celular basico,f,pr,entrega atrasou chegou produto veio mesma marcar modelo inferior
celular nokia 5310 display 21 detalhe colorido mp3 player,Nota: nota 3,celulares smartphones,celular basico,m,pe,produto otimo nao veio cor pedi nao satisfeito nao
celular positivo p25 preto dual chip bluetooth 32mb tela 18 camera vga,Nota: nota 4,celulares smartphones,celular basico,m,ba,excelente produto material bom facil manusear sistema busca aparelho simples sair ruas atender chamada chamar muita atencao bandidos aparelho desse modelo ideal dica compre esconda smartphone iphone atenda chamadas ai
celular samsung sgh c260 flip gsm viva voz toques polifonicos,Nota: nota 1,celulares smartphones,celular basico,m,sp,celular veio bloqueado perdi 2 dias atras solucao agora assistencia tecnica samsung ver possivel desbloquear
celular smartphone caterpillar s30 45 polegada dualsim 8gb prova dagua preto,Nota: nota 3,celulares smartphones,smartphone,f,rs,produto recebi veio oxidado usei 15 dias mandei garantia ainda queriam convencer havia molhado celular ta sacanagem ne levou vida darem noticias contar recebi produto exatamente mandei assistencia tecnica ficou 1 mes la nao fizeram nada nao recomendo avalanche shop pessima empresa vou entrar recursos cabiveis paguei lixo produto espero ninguem compre nada dessa empresa avalanche shop | nao serve brinquedo cachorros gatos | gostaria saber funciona todas operadoras especialmente operadora claro
central alarme casa residencial comercial ecp alard max cell4 discadora celular gsm sms,Nota: nota 1,casa construcao,seguranca,m,sc,comprei produto veio bem inferior aguardo contato devolver empresa formeceu nao inspirou confia ca nenhuma
central cerca eletrica gcp10000 cr controle remoto power vermelha industrial 5000 metros 10000v,Nota: nota 5,casa construcao,seguranca,m,sp,produto chegou prazo correspondeu expectativas
central cerca eletrica jfl ecr18,Nota: nota 3,casa construcao,seguranca,m,sp,aparelho bom nao vem bateria junto melhor vendessem tanto aparelho quanto bateria combo ficaria completo
central multimidia corolla 2003 ate 2007 tv digital gps espelhamento,Nota: nota 4,automotivo,central multimidia,m,sp,gostei produto vendedor prestativo chegou prazo combinado
central multimidia corolla 2008 2009 2010 2011 2012 2013 2014 tv gps bluetooth usb sd espelhamento,Nota: nota 1,automotivo,central multimidia,m,es,nao gostei produto demora entrega nao recomendo | so problema entrega correios atrasaram | atendeu expectativa apesar demora entrega produto chegou bem embalado condiz anunciado
central multimidia evolve light 62 pol espelhamento celular moldura palio 08 12 idea 06 14,Nota: nota 1,automotivo,central multimidia,m,rs,bom dia novamente aqui tentar solucao comprei produto nao veio prometia moldura modelo idea fiat sendo nao consegui instalar ninguem resolveu nada ainda
central multimidia evolve multilaser 2 din espelhamento celular camera re sensor prata,Nota: nota 1,automotivo,central multimidia,m,rj,triste paguei produto chegou defeito paguei instalar fim produto defeito vou ter pagar desinstalar mandar volta
central multimidia evolve multilaser 2 din tv gps mirror link tela 62 gp043,Nota: nota 3,automotivo,central multimidia,m,mg,bom produto parabens lojas americanas chegou antes prazo
central multimidia gol saveiro voyage g6 2015 2016 dvd tv gps usb sd camera re,Nota: nota 2,automotivo,central multimidia,m,mt,produto nao descreve marca anuncio
central multimidia hb20x 2012 2017 gps tv digital espelhamento,Nota: nota 5,automotivo,central multimidia,m,pe,produto excelente qualidade custo beneficio medida certa
central multimidia honda fit 2009 2013 gps tv digital espelhamento,Nota: nota 3,automotivo,central multimidia,m,sp,falta cabo interliga controles volante
central multimidia jeep renegade basico pcd tv gps usb sd espelhamento camera,Nota: nota 3,automotivo,central multimidia,m,go,tendo dificuldade acessar bluetoothalgo importante | ja mes comprei produto ainda nao chegou problema nao resolvido | central top otima qualidade atendimento loja parceira nota 10 recebi rapido estao sempre perguntando satisfacao wattszap | central multimidia excelente atendeu todas expectativas loja parceira americana atenciosa sempre contato certificarse produto chegou recomendo
central multimidia lenoxx touch 1 din retratil 7 pol usb sd mp3 mp4 aux adaptador bluetooth musica,Nota: nota 2,automotivo,dvd automotivo,f,sp,porque ia comprar dvd comprei errado multimidia dificuldade cancelamento terminei ficando
central multimidia multilaser evolve light mirror link camera re 2 1,Nota: nota 4,automotivo,central multimidia,m,rj,recomendo produto so nao empresa parceira lojas americanas fez venda momento algum mesma capacidade ligar informar acontecendo demora entrega 30 dias poder receber produto prazo entrega 10 dias | recomendo produto so nao empresa parceira lojas americanas fez venda momento algum mesma capacidade ligar informar acontecendo demora entrega 30 dias poder receber produto prazo entrega 10 dias
central multimidia new civic 2007 08 09 10 11 2 encostos tv gps usb sd camera bt espelhamento,Nota: nota 4,automotivo,central multimidia,m,mg,parece bom nao escolher cor encosto cabeca vou comprar produto
central multimidia new civic 2007 ate 2011 tv digital gps camera re gratis,Nota: nota 1,automotivo,central multimidia,m,rj,ate presente momento nao recebi produto | produto bom otima qualidade so deixa desejar qualidade imagem nada interfira compra recomendo 100
